source_path,packaged_path,category,quality,quality_note_zh,episode_label,capture_status,motion_samples,duration_s,observed_rate_hz,sequence_gaps,valid_fraction,first_active_offset_s,last_active_offset_s,marker_offset_s,adxl367_clip_samples,bmi270_accel_clip_samples,bmi270_gyro_clip_samples,device_id,boot_id,firmware_version,stream_rate_hz_claimed,malformed_json_lines,sha256
runs/field-20260904-130555-pickup_carry-r01.jsonl,data/06_field_pickup/field-20260904-130555-pickup_carry-r01.jsonl,06_field_pickup,usable_exploratory,动作接近窗口末端；静止尾段不足，适合拿起起点研究。,pickup_carry,PASS,651,12.999968,50.000123,0,1.0,4.899968,12.94,3.0,3,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,191d948b968d5168fbb591dfceb4a434c7cbc91df35a2ba90fe6af2e9fb81cf6
runs/field-20260904-130555-pickup_carry-r02.jsonl,data/06_field_pickup/field-20260904-130555-pickup_carry-r02.jsonl,06_field_pickup,usable_exploratory,最新人工拿起/携带/放下样本。,pickup_carry,PASS,651,13.0,50.0,0,1.0,4.840032,11.860032,3.0,3,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,8704d7b15c6f08ca21b66d32ecba184b0d7ff4f1ed4f51748632d69679b4b1a2
runs/field-20260904-130555-pickup_carry-r03.jsonl,data/06_field_pickup/field-20260904-130555-pickup_carry-r03.jsonl,06_field_pickup,usable_exploratory,动作接近窗口末端；静止尾段不足，适合拿起起点研究。,pickup_carry,PASS,651,13.0,50.0,0,1.0,5.339968,13.0,3.0,36,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,116f3fba9328d56993608d3d2c89fc7a3b1a865a65519b6570fb2c2f28e352be
runs/field-20260904-130555-pickup_carry-r04.jsonl,data/06_field_pickup/field-20260904-130555-pickup_carry-r04.jsonl,06_field_pickup,usable_exploratory,最新人工拿起/携带/放下样本。,pickup_carry,PASS,651,13.0,50.0,0,1.0,5.079968,12.839968,3.0,9,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,c6047a20304edcdbd1b0d52726a9a40204e670fd087265ce216789957e3797e2
runs/field-20260904-130555-pickup_carry-r05.jsonl,data/06_field_pickup/field-20260904-130555-pickup_carry-r05.jsonl,06_field_pickup,usable_exploratory,动作接近窗口末端；静止尾段不足，适合拿起起点研究。,pickup_carry,PASS,651,12.999968,50.000123,0,1.0,4.679968,12.999968,3.0,3,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,49a9b13db1571f5a61eeb37ad7e6cc12cac5856d083460a36ce0f24c68b032c3
runs/field-20260904-130555-pickup_carry-r06.jsonl,data/06_field_pickup/field-20260904-130555-pickup_carry-r06.jsonl,06_field_pickup,usable_exploratory,最新人工拿起/携带/放下样本。,pickup_carry,PASS,650,12.98,50.0,0,1.0,4.38,11.74,2.980352,1,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,af3d1c7805c8a28f9432ddef59e825a218430b0cc7fc849663865e15df870d85
runs/field-20260904-130555-pickup_carry-r07.jsonl,data/06_field_pickup/field-20260904-130555-pickup_carry-r07.jsonl,06_field_pickup,usable_with_timing_warning,GO 前已有运动污染；拿起段仍可探索，不能当干净基线。,pickup_carry,PASS,650,12.98,50.0,0,1.0,2.120032,9.2,2.980064,6,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,8b10f287b12f99198a2b4ccd101582baeff07ca70d4fce7a94f7f7f07960ebe8
runs/field-20260904-130555-pickup_carry-r08.jsonl,data/06_field_pickup/field-20260904-130555-pickup_carry-r08.jsonl,06_field_pickup,usable_exploratory,动作接近窗口末端；静止尾段不足，适合拿起起点研究。,pickup_carry,PASS,650,12.98,50.0,0,1.0,4.519968,12.98,3.0,11,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,e8f49b3391f655d3d5aa698b076fe088b4828121ae4c0e65924aa049c51169eb
runs/field-20260904-130555-pickup_carry-r09.jsonl,data/06_field_pickup/field-20260904-130555-pickup_carry-r09.jsonl,06_field_pickup,usable_with_timing_warning,动作开始约在 GO+6.7 s，明显晚于说明。,pickup_carry,PASS,650,12.98,50.0,0,1.0,9.76,12.18,3.0,2,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,62ebde9c682056d54a8365ee5d6d2b59cf9763467de9fbaa3856b18d448b7fb0
runs/field-20260904-130555-pickup_carry-r10.jsonl,data/06_field_pickup/field-20260904-130555-pickup_carry-r10.jsonl,06_field_pickup,usable_exploratory,最新人工拿起/携带/放下样本。,pickup_carry,PASS,651,12.999968,50.000123,0,1.0,4.52,10.479968,3.0,3,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,da7f3d6f423d8fc1a308c601b7f603a3231aa4cb5c0b4931aa0e380be8edd7c6
runs/field-20260904-132804-1-putt_normal-r01.jsonl,data/07_field_putt/field-20260904-132804-1-putt_normal-r01.jsonl,07_field_putt,mixed_suspected_collision,疑似推杆后碰到障碍物；可作 pickup 负例，不可当纯净推杆真值。,putt_normal,PASS,750,14.98,50.0,0,1.0,5.519968,8.179968,2.98,51,0,50,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,eb1ec146a2017ae54c8434e29371f57c6acc619c5a413d63c6f3a21dc9e18935
runs/field-20260904-132804-1-putt_normal-r02.jsonl,data/07_field_putt/field-20260904-132804-1-putt_normal-r02.jsonl,07_field_putt,mixed_suspected_collision,疑似推杆后碰到障碍物；可作 pickup 负例，不可当纯净推杆真值。,putt_normal,PASS,750,14.979968,50.000107,0,1.0,5.32,9.399968,2.98,30,0,64,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,d7d4983485d424ca243cbc6329fc5c2fc0c85d3282ca9ab6ac63fce8d823e8bf
runs/field-20260904-132804-1-putt_normal-r03.jsonl,data/07_field_putt/field-20260904-132804-1-putt_normal-r03.jsonl,07_field_putt,mixed_suspected_collision,疑似推杆后碰到障碍物；可作 pickup 负例，不可当纯净推杆真值。,putt_normal,PASS,751,14.999968,50.000107,0,1.0,5.28,7.74,3.0,46,0,45,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,4cc111d95cf4e10d3ccf57b5cac5ad7b9c7d98d393c72bb1f89f6e9dbeb9e2fc
runs/field-20260904-132804-1-putt_normal-r04.jsonl,data/07_field_putt/field-20260904-132804-1-putt_normal-r04.jsonl,07_field_putt,mixed_suspected_collision,疑似推杆后碰到障碍物；可作 pickup 负例，不可当纯净推杆真值。,putt_normal,PASS,750,14.979968,50.000107,0,1.0,4.94,9.379968,2.98,53,0,52,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,b1437ae9e1e24d809b393f3d19e6b92be8bf89c6de3689336a04cb3839c0acaa
runs/field-20260904-132804-1-putt_normal-r05.jsonl,data/07_field_putt/field-20260904-132804-1-putt_normal-r05.jsonl,07_field_putt,invalid_no_motion,全程静止，没有采到推杆。,putt_normal,PASS,751,15.0,50.0,0,1.0,,,3.0,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,3a9f50512cb2a8f5d20cf9786f8ab97f70349d09fbb399c2c04406383679c904
runs/field-20260904-132804-1-putt_normal-r06.jsonl,data/07_field_putt/field-20260904-132804-1-putt_normal-r06.jsonl,07_field_putt,invalid_timing_or_action,GO 前已有动作，GO 后形态也不像正常推杆。,putt_normal,PASS,750,14.98,50.0,0,1.0,0.539968,6.92,2.980032,1,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,0e1c82f37a8eb87a3b329e6f37d21c3022d057bb0777b6d07ec2f9ece1c13176
runs/field-20260904-132804-1-putt_normal-r07.jsonl,data/07_field_putt/field-20260904-132804-1-putt_normal-r07.jsonl,07_field_putt,usable_clean_candidate,当前最干净的正常推杆候选之一；仍缺视频真值。,putt_normal,PASS,750,14.98,50.0,0,1.0,7.719968,11.179968,2.999968,7,0,20,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,e4415534d42f8f2275187b275351744395db6e0d622c47f02a68ec9a630ae689
runs/field-20260904-132804-1-putt_normal-r08.jsonl,data/07_field_putt/field-20260904-132804-1-putt_normal-r08.jsonl,07_field_putt,usable_with_timing_warning,GO 前有干扰；GO 后滚动段可单独研究。,putt_normal,PASS,751,14.999968,50.000107,0,1.0,0.0,9.739968,3.0,30,0,19,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,cea47686fb1b7a12212f9dbfc7ec8c98ecb01c10ec1d107e186a5584911f5711
runs/field-20260904-132804-1-putt_normal-r09.jsonl,data/07_field_putt/field-20260904-132804-1-putt_normal-r09.jsonl,07_field_putt,usable_clean_candidate,当前最干净的正常推杆候选之一；仍缺视频真值。,putt_normal,PASS,750,14.98,50.0,0,1.0,5.72,10.039968,2.98,24,0,55,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,bb06691a9cda9596a1d540c5ff4543832746d02cc2e7d6ff2c4fc867ddac8e1d
runs/field-20260904-132804-1-putt_normal-r10.jsonl,data/07_field_putt/field-20260904-132804-1-putt_normal-r10.jsonl,07_field_putt,usable_clean_candidate,当前最干净的正常推杆候选之一；仍缺视频真值。,putt_normal,PASS,750,14.979968,50.000107,0,1.0,5.36,9.2,2.999968,10,0,20,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,5ab881e8d0e93647ed7b19661fa641527df6827c8e296b8a164fab4cb84487e5
runs/field-go-handshake-smoke-20260904-pickup_drop-r01.failed-20260904-130422-639661.jsonl,data/90_diagnostic_or_invalid/field-go-handshake-smoke-20260904-pickup_drop-r01.failed-20260904-130422-639661.jsonl,90_diagnostic_or_invalid,invalid_label,GO 握手冒烟测试，全程静止；不能作为 pickup_drop 真值。,pickup_drop,PASS,650,12.98,50.0,0,1.0,,,2.980256,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,3769eef2a767042ce365e8b6fb813ecd9c230e21dcebe732c20896d90eb869c0
runs/handling-v0.1.7-001.jsonl,data/01_early_firmware_and_motion_tests/handling-v0.1.7-001.jsonl,01_early_firmware_and_motion_tests,legacy_exploratory,早期固件/动作探索；标签、窗口和同步规则随固件版本变化。,handling,legacy_no_result_record,1024,20.460032,49.999922,0,1.0,0.0,7.96,,0,0,0,f383571202836e6f,294a1c9179a35e1d,0.1.7,50,0,d94181867dc41f348347996bd6670b73dcb9063cc88e5e809f25340cf47122a1
runs/handling-v0.1.7-002.jsonl,data/01_early_firmware_and_motion_tests/handling-v0.1.7-002.jsonl,01_early_firmware_and_motion_tests,legacy_exploratory,早期固件/动作探索；标签、窗口和同步规则随固件版本变化。,handling,legacy_no_result_record,1024,20.46,50.0,0,1.0,1.14,8.98,,4,0,0,f383571202836e6f,294a1c9179a35e1d,0.1.7,50,0,2bbfc24ff9612e803e6ac66f5fa31a8aef545f754c3cd529e820bdbea301c268
runs/pickup-carry-001.jsonl,data/01_early_firmware_and_motion_tests/pickup-carry-001.jsonl,01_early_firmware_and_motion_tests,legacy_exploratory,早期固件/动作探索；标签、窗口和同步规则随固件版本变化。,pickup_carry,legacy_no_result_record,599,11.960032,49.999866,0,1.0,,,,0,0,0,f383571202836e6f,9dc0a61c80a7b522,0.1.6,50,0,9e6c717eaccde7ded571ea6c134e51129a5969d69e4bfcd6f0ac63572e44641c
runs/pickup-carry-002.jsonl,data/01_early_firmware_and_motion_tests/pickup-carry-002.jsonl,01_early_firmware_and_motion_tests,legacy_exploratory,早期固件/动作探索；标签、窗口和同步规则随固件版本变化。,pickup_carry,legacy_no_result_record,1478,29.54,50.0,0,1.0,,,,0,0,0,f383571202836e6f,9dc0a61c80a7b522,0.1.6,50,0,fd1934c85dcaee9838fbc9e2121df66d8fd02e2dedf3a9733d20315655318c19
runs/pickup-carry-003.jsonl,data/01_early_firmware_and_motion_tests/pickup-carry-003.jsonl,01_early_firmware_and_motion_tests,legacy_exploratory,早期固件/动作探索；标签、窗口和同步规则随固件版本变化。,pickup_carry,legacy_no_result_record,502,10.020032,49.99984,0,1.0,0.0,10.020032,,10,0,0,f383571202836e6f,9dc0a61c80a7b522,0.1.6,50,0,0d136e74e24d4319aa8af113cdc6221619aa010e0f7051d9280a286b3a59b177
runs/pickup-carry-natural-001.jsonl,data/01_early_firmware_and_motion_tests/pickup-carry-natural-001.jsonl,01_early_firmware_and_motion_tests,legacy_exploratory,早期固件/动作探索；标签、窗口和同步规则随固件版本变化。,pickup_carry,legacy_no_result_record,64,1.260032,49.99873,0,1.0,,,,0,0,0,f383571202836e6f,9dc0a61c80a7b522,0.1.6,50,0,8a8197a4d22b47adf8957350efeeade883227056b63e6415fe1d026c826d34b5
runs/pickup-carry-natural-002.jsonl,data/01_early_firmware_and_motion_tests/pickup-carry-natural-002.jsonl,01_early_firmware_and_motion_tests,legacy_exploratory,早期固件/动作探索；标签、窗口和同步规则随固件版本变化。,pickup_carry,legacy_no_result_record,14610,293.94,49.700619,88,1.0,,,,0,0,0,f383571202836e6f,9dc0a61c80a7b522,0.1.6,50,0,bc24af1d5890ff3c55abd3d3dc09795076bbeed564320dfbc788e03278e9d194
runs/pickup-carry-natural-v0.1.7-001.jsonl,data/01_early_firmware_and_motion_tests/pickup-carry-natural-v0.1.7-001.jsonl,01_early_firmware_and_motion_tests,legacy_exploratory,早期固件/动作探索；标签、窗口和同步规则随固件版本变化。,pickup_carry,legacy_no_result_record,1024,20.46,50.0,0,1.0,4.08,7.8,,5,0,0,f383571202836e6f,294a1c9179a35e1d,0.1.7,50,0,00108a758197c933224e70240d4416e505dd2462171cbe65de5f4b6821a722d1
runs/pickup-carry-natural-v0.1.7-002.jsonl,data/01_early_firmware_and_motion_tests/pickup-carry-natural-v0.1.7-002.jsonl,01_early_firmware_and_motion_tests,legacy_exploratory,早期固件/动作探索；标签、窗口和同步规则随固件版本变化。,pickup_carry,legacy_no_result_record,1024,20.460032,49.999922,0,1.0,0.76,7.38,,0,0,0,f383571202836e6f,294a1c9179a35e1d,0.1.7,50,0,7b219baf12274f8ec71fedb8eed6e1dbcd401cd24e88d38e53cbec408fac9646
runs/roller-matrix-o1-n030-r01.jsonl,data/05_roller_official/roller-matrix-o1-n030-r01.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-30rpm,PASS,451,9.0,50.0,0,1.0,3.94,7.780032,3.0,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,1c7b2820065abd308404abd51eaeabead25a3a2c63f6f4b945cb81ccb56027d6
runs/roller-matrix-o1-n030-r02.jsonl,data/05_roller_official/roller-matrix-o1-n030-r02.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-30rpm,PASS,450,8.98,50.0,0,1.0,3.860064,7.559968,2.980352,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,e26361a38a869573e0ba1cc55db1aee9a9f94c40896546bd4c67c668ac59a6f5
runs/roller-matrix-o1-n030-r03.jsonl,data/05_roller_official/roller-matrix-o1-n030-r03.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-30rpm,PASS,450,8.98,50.0,0,1.0,3.82,6.920032,2.980032,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,d56d0f48c40ad47e7ef917ca76dd06c9bc778b660edfdb12a573288bf7ca33b7
runs/roller-matrix-o1-n060-r01.jsonl,data/05_roller_official/roller-matrix-o1-n060-r01.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-60rpm,PASS,450,8.98,50.0,0,1.0,3.86,8.02,2.980032,1,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,828a417caab6c4c2a3408fadedb5166a37a72577ec6501dbc48511818223583c
runs/roller-matrix-o1-n060-r02.jsonl,data/05_roller_official/roller-matrix-o1-n060-r02.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-60rpm,PASS,450,8.980032,49.999822,0,1.0,3.900032,7.92,3.0,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,aaa55be4e0863dfd3b759bfd09c266273062537aabf86fccc5cc64a6c9fb5a79
runs/roller-matrix-o1-n060-r03.jsonl,data/05_roller_official/roller-matrix-o1-n060-r03.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-60rpm,PASS,450,8.98,50.0,0,1.0,3.840032,7.14,2.980064,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,a8b81d9ef525b790114c5da2ff22d29e68da9600064fec2268fd463a809a0f04
runs/roller-matrix-o1-n090-r01.jsonl,data/05_roller_official/roller-matrix-o1-n090-r01.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-90rpm,PASS,450,8.98,50.0,0,1.0,3.78,7.420032,2.98,2,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,d7dcf7161335c0442d524c5fa73529b3454b3678b7314780ddd4eac6cec1284a
runs/roller-matrix-o1-n090-r02.jsonl,data/05_roller_official/roller-matrix-o1-n090-r02.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-90rpm,PASS,450,8.98,50.0,0,1.0,3.8,7.140032,2.980128,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,54cecae3f799519cbe59b82381f0d56d99972fdb5069d3eb9229a23462955417
runs/roller-matrix-o1-n090-r03.jsonl,data/05_roller_official/roller-matrix-o1-n090-r03.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-90rpm,PASS,450,8.979968,50.000178,0,1.0,3.899968,7.359968,2.98,1,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,2272a933399baeb2d68f2430076e26e463c598617c0cad4c66797a8bf69e31bd
runs/roller-matrix-o1-n120-r01.jsonl,data/05_roller_official/roller-matrix-o1-n120-r01.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-120rpm,PASS,451,9.0,50.0,0,1.0,3.980032,7.94,3.0,1,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,63f2b7bd431e3e79169bdcd086d3b103442a06bdaf1e3b1ecb0cc18e166bd777
runs/roller-matrix-o1-n120-r02.jsonl,data/05_roller_official/roller-matrix-o1-n120-r02.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-120rpm,PASS,450,8.979968,50.000178,0,1.0,3.859936,7.559968,2.98,5,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,2f1d3329bea4877c454251bb163f098f5296d57f7180fccb9452c21f965e51f2
runs/roller-matrix-o1-n120-r03.jsonl,data/05_roller_official/roller-matrix-o1-n120-r03.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_-120rpm,PASS,451,9.0,50.0,0,1.0,3.859968,7.239968,3.0,4,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,196de3e2dcd320337d626080b2b0dadc13fb1fd4ce1b0f8bb5e1bc216888aad6
runs/roller-matrix-o1-p030-r01.jsonl,data/05_roller_official/roller-matrix-o1-p030-r01.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_30rpm,PASS,451,9.0,50.0,0,1.0,3.9,6.96,3.0,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,78ee892c37a450714eb2b3d77beabf7d8bcf419546fb85ed97d1f95efc0ffffd
runs/roller-matrix-o1-p030-r02.jsonl,data/05_roller_official/roller-matrix-o1-p030-r02.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_30rpm,PASS,451,8.999968,50.000178,0,1.0,3.959968,7.059968,2.999968,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,616ed4266c7c03cf2db4a6327ffec5cccf55ebf7705e6ee7b952e8269b429e4a
runs/roller-matrix-o1-p030-r03.jsonl,data/05_roller_official/roller-matrix-o1-p030-r03.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_30rpm,PASS,451,8.999968,50.000178,0,1.0,3.98,7.159968,3.0,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,2aab6fab37abee25cdfb26404771edce8992448b61b69f8ce81c3e2497522daa
runs/roller-matrix-o1-p060-r01.jsonl,data/05_roller_official/roller-matrix-o1-p060-r01.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_60rpm,PASS,450,8.979968,50.000178,0,1.0,3.839968,7.199968,2.98,1,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,e99ab7a8aae9da42fd88a8621cf42309d5c6f483fc69ade274d63df4cbd86c57
runs/roller-matrix-o1-p060-r02.jsonl,data/05_roller_official/roller-matrix-o1-p060-r02.jsonl,05_roller_official,usable_fixture,可用于受约束滚动、速度响应和传输研究；不是真实自由滚动语义真值。,roller_60rpm,PASS,451,8.999968,50.000178,0,1.0,3.939968,7.559968,3.0,0,0,0,f383571202836e6f,b7d6474ba25dbade,0.1.17,50,0,69a0b66845f6c32006d6ca5d5c662da40ce12de1b9f9c5ab6592c82dabc465dc
